1e-09, 2,5e-10
1e-09, 1.5,6.66667e-10
1e-09, 2,5e-10
1e-09, 1.5,6.66667e-10
1e-09, 2, 5e-10
1e-09, 1.5, 6.66667e-10
1e-06, 1.98, 5.05051e-07
1e-06, 2.1, 4.7619e-07
1e-06, 2.93, 3.41297e-07
1e-06, 2.8, 3.57143e-07
1e-06, 1.68, 5.95238e-07
1e-06, 1.98, 5.0505e-07
1e-06, 1.83, 5.46448e-07
1e-06, 1.43, 6.99301e-07
1e-06, 2.1, 4.7619e-07
1e-06, 1.68, 5.95238e-07
1e-06, 1.98, 5.0505e-07
1e-06, 1.83, 5.46448e-07
1e-06, 1.98, 5.05051e-07
1e-06, 1.41, 7.0922e-07
1e-06, 2.62, 3.8168e-07
1e-06, 1.98, 5.05051e-07
1e-06, 1.32, 7.57576e-07
1e-06, 1.53, 6.53595e-07
1e-06, 1.3, 7.69231e-07
1e-06, 2.35, 4.25532e-07
1e-06, 2.45, 4.08163e-07
1e-06, 2.14, 4.6729e-07
1e-06, 2.92, 3.42466e-07
1e-06, 2.8, 3.57143e-07
1e-06, 2.2, 4.54545e-07
1e-06, 2.29, 4.36681e-07
1e-06, 2.93, 3.41297e-07
1e-06, 0.96, 1.04167e-06
1e-06, 2.23, 4.48431e-07
1e-06, 2.81, 3.55872e-07
1e-06, 1.73, 5.78035e-07
1e-06, 1.05, 9.52382e-07
